0,00;0,00;0,00;0,60;-0,60;-0,60;-0,60;-0,60;0,60;-0,60;0,85;-0,85;-0,85;0,50;-0,50;-0,50;-0,50;-0,70;-0,70;-0,70;0,70;-0,75;-0,75;0,75;-0,75;0,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
0,00;0,00;0,00;0,50;-0,50;-0,85;-0,85;-0,85;-0,85;0,85;-0,70;0,70;-0,70;-0,60;-0,60;0,60;-0,60;-0,25;-0,25;-0,25;0,25;-0,70;-0,70;0,70;-0,70;0,00;0,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
0,45;-0,45;-0,45;-0,50;0,50;-0,75;-0,75;0,75;-0,75;-0,75;-0,80;0,80;-0,80;-0,40;0,40;-0,40;-0,40;0,80;-0,80;-0,80;-0,80;0,75;-0,75;-0,75;-0,75;;;;;;;;;;
-0,70;0,70;-0,70;-0,75;0,75;-0,70;-0,70;-0,70;-0,70;0,70;0,55;-0,55;-0,55;0,55;-0,55;-0,55;-0,55;-0,45;-0,45;0,45;-0,45;-0,55;0,55;-0,55;-0,55;0,00;0,00;0,00;0,88;0,00;0,00;0,00;0,00;0,00;0,00
-0,85;0,85;-0,85;-0,70;0,70;0,55;-0,55;-0,55;-0,55;-0,55;-0,55;0,55;-0,55;-0,90;-0,90;-0,90;0,90;0,55;-0,55;-0,55;-0,55;-0,70;0,70;-0,70;-0,70;0,00;0,00;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00
-0,70;0,70;-0,70;-0,40;0,40;-0,70;-0,70;-0,70;0,70;-0,70;-0,55;-0,55;0,55;0,65;-0,65;-0,65;-0,65;-0,80;-0,80;0,80;-0,80;-0,35;0,35;-0,35;-0,35;0,00;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,00;0,00
-0,65;-0,65;0,65;-0,45;0,45;-1,00;-1,00;-1,00;-1,00;1,00;-0,40;0,40;-0,40;-0,55;-0,55;0,55;-0,55;-0,55;-0,55;0,55;-0,55;-1,00;1,00;-1,00;-1,00;;;;;;;;;;
-0,55;-0,55;0,55;0,80;-0,80;-0,30;-0,30;-0,30;0,30;-0,30;-0,55;0,55;-0,55;0,75;-0,75;-0,75;-0,75;-0,85;-0,85;-0,85;0,85;-0,80;-0,80;0,80;-0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,77;0,00
-0,15;-0,15;0,15;0,95;-0,95;-0,60;-0,60;-0,60;0,60;-0,60;0,65;-0,65;-0,65;-0,55;-0,55;-0,55;0,55;-0,75;-0,75;-0,75;0,75;-0,85;0,85;-0,85;-0,85;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00
0,65;-0,65;-0,65;0,10;-0,10;-0,45;-0,45;-0,45;0,45;-0,45;0,60;-0,60;-0,60;0,55;-0,55;-0,55;-0,55;-1,00;-1,00;-1,00;1,00;-0,15;-0,15;0,15;-0,15;;;;;;;;;;
0,65;-0,65;-0,65;0,70;-0,70;-0,50;-0,50;-0,50;-0,50;0,50;-0,40;0,40;-0,40;-0,75;-0,75;0,75;-0,75;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;0,70;-0,70;0,00;0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
0,65;-0,65;-0,65;-0,20;0,20;0,50;-0,50;-0,50;-0,50;-0,50;-0,90;0,90;-0,90;-0,20;0,20;-0,20;-0,20;0,50;-0,50;-0,50;-0,50;0,65;-0,65;-0,65;-0,65;0,00;0,00;0,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00
-0,50;0,50;-0,50;-0,30;0,30;-0,60;-0,60;-0,60;-0,60;0,60;0,30;-0,30;-0,30;0,65;-0,65;-0,65;-0,65;-0,35;-0,35;0,35;-0,35;-0,55;0,55;-0,55;-0,55;0,00;0,00;0,00;0,90;0,00;0,00;0,00;0,00;0,00;0,00
0,35;0,35;-0,35;-0,30;0,30;-0,45;-0,45;-0,45;0,45;-0,45;-0,60;-0,60;0,60;0,60;-0,60;-0,60;-0,60;-0,25;-0,25;0,25;-0,25;-0,30;0,30;-0,30;-0,30;0,00;0,00;0,00;0,00;0,81;0,00;0,00;0,00;0,00;0,00
-0,55;-0,55;0,55;0,80;-0,80;-0,50;-0,50;-0,50;0,50;-0,50;0,50;-0,50;-0,50;-0,65;-0,65;-0,65;0,65;-0,60;-0,60;-0,60;0,60;-0,55;0,55;-0,55;-0,55;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00
0,60;0,60;-0,60;-0,65;0,65;0,60;-0,60;-0,60;-0,60;-0,60;-0,55;0,55;-0,55;-0,40;-0,40;-0,40;0,40;0,90;-0,90;-0,90;-0,90;-0,35;0,35;-0,35;-0,35;0,00;0,00;0,00;0,00;0,00;0,00;0,93;0,00;0,00;0,00
-0,60;-0,60;0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,60;-0,60;-0,65;0,65;-0,65;0,40;-0,40;-0,40;-0,40;-0,70;-0,70;-0,70;0,70;-0,80;-0,80;0,80;-0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;0,00
-0,45;-0,45;0,45;-0,75;0,75;-0,50;-0,50;-0,50;-0,50;0,50;-0,70;0,70;-0,70;-0,50;-0,50;0,50;-0,50;-0,70;-0,70;0,70;-0,70;-0,70;0,70;-0,70;-0,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;0,00;0,00
-0,35;-0,35;0,35;-0,30;0,30;-0,55;-0,55;-0,55;0,55;-0,55;-0,50;-0,50;0,50;0,60;-0,60;-0,60;-0,60;-0,20;0,20;-0,20;-0,20;0,70;-0,70;-0,70;-0,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,65
