-0,5;0,5;-0,5;-0,5;-0,85;0,85;-0,85;-0,45;0,45;-0,9;0,9;-0,9;-0,8;0,8;-0,8;-0,8;0,8;-0,8;-0,3;0,3;-0,3;0;0,47;0,08;0;0;0;0,08
-0,8;0,8;-0,8;-0,8;-0,7;0,7;-0,7;-0,8;0,8;-0,4;0,4;-0,4;-1;1;-1;-0,3;0,3;-0,3;-0,3;0,3;-0,3;0,1;0,48;0;0;0;0;0,1
0,45;-0,45;-0,45;-0,45;-0,7;0,7;-0,7;0,95;-0,95;-0,45;-0,45;0,45;-1;-1;1;1;-1;-1;-0,9;-0,9;0,9;-0,3;-0,45;-0,45;0,55;0;-0,29;0
0,8;-0,8;-0,8;-0,8;-0,4;-0,4;0,4;-0,7;0,7;-0,55;0,55;-0,55;-0,75;0,75;-0,75;-0,35;-0,35;0,35;1;-1;-1;-1;-1;-1;-1;-0,07;0,67;-1
-0,9;-0,9;0,9;-0,9;-0,5;0,5;-0,5;0,45;-0,45;-0,45;-0,45;0,45;-0,65;-0,65;0,65;1;-1;-1;-0,65;-0,65;0,65;0,99;-0,45;-0,45;-0,87;0;0;0
-1;1;-1;-1;-0,65;0,65;-0,65;0,65;-0,65;0,45;-0,45;-0,45;-0,8;0,8;-0,8;0,8;-0,8;-0,8;-0,35;-0,35;0,35;0;0,08;0,08;0;0;0;0,08
-0,5;-0,5;0,5;-0,5;-1;-1;1;-0,4;0,4;0,35;-0,35;-0,35;-0,95;0,95;-0,95;-0,3;-0,3;0,3;-0,3;-0,3;0,3;0,75;0,1;0,1;-0,5;0,03;0,03;0,1
-0,9;0,9;-0,9;-0,9;0,5;-0,5;-0,5;0,65;-0,65;0,95;-0,95;-0,95;0,75;-0,75;-0,75;-0,85;0,85;-0,85;0,45;-0,45;-0,45;0;0,62;0,52;0;0;0;0
-0,75;0,75;-0,75;-0,75;-0,65;-0,65;0,65;-0,8;0,8;-0,6;0,6;-0,6;-0,65;0,65;-0,65;-0,45;-0,45;0,45;0,7;-0,7;-0,7;;;;;;;
-0,95;0,95;-0,95;-0,95;-0,5;0,5;-0,5;-0,9;0,9;-0,8;0,8;-0,8;-0,8;0,8;-0,8;-0,95;0,95;-0,95;-0,85;0,85;-0,85;;;;;;;
0,95;-0,95;-0,95;-0,95;-0,95;0,95;-0,95;0,75;-0,75;-0,3;-0,3;0,3;-0,85;-0,85;0,85;0,8;-0,8;-0,8;-0,6;-0,6;0,6;;;;;;;
-0,9;-0,9;-0,9;0,9;0,8;-0,8;-0,8;0,95;-0,95;0,9;-0,9;-0,9;0,95;-0,95;-0,95;-0,9;0,9;-0,9;-0,9;-0,9;0,9;;;;;;;
-0,9;-0,9;0,9;-0,9;-0,85;0,85;-0,85;0,4;-0,4;-0,9;-0,9;0,9;-0,9;-0,9;0,9;0,8;-0,8;-0,8;-0,85;-0,85;0,85;;;;;;;
